Date,Team1,Team2,Score,Map,Event,Series
27-4-21,"['Sprout', 'slaxz-', 'faveN', 'kressy', 'Spiidi', 'denis']","['SKADE', 'Rainwaker', 'dennyslaw', 'SHiPZ', 'oxygeN', 'Duplicate']","['6', '16']",Inferno,Flashpoint 3 Closed Qualifier,5692
27-4-21,"['Sprout', 'slaxz-', 'faveN', 'kressy', 'denis', 'Spiidi']","['SKADE', 'Rainwaker', 'oxygeN', 'Duplicate', 'dennyslaw', 'SHiPZ']","['16', '2']",Dust2,Flashpoint 3 Closed Qualifier,5692
27-4-21,"['Sprout', 'faveN', 'slaxz-', 'kressy', 'denis', 'Spiidi']","['SKADE', 'SHiPZ', 'Rainwaker', 'oxygeN', 'dennyslaw', 'Duplicate']","['16', '12']",Mirage,Flashpoint 3 Closed Qualifier,5692
27-4-21,"['EXTREMUM', 'Gratisfaction', 'jkaem', 'AZR', 'Liazz', 'BnTeT']","['AGO', 'reatz', 'rallen', 'F1KU', 'Furlan', 'snatchie']","['13', '16']",Vertigo,Spring Sweet Spring 1,5691
27-4-21,"['EXTREMUM', 'jkaem', 'Gratisfaction', 'Liazz', 'BnTeT', 'AZR']","['AGO', 'F1KU', 'rallen', 'reatz', 'snatchie', 'Furlan']","['16', '13']",Train,Spring Sweet Spring 1,5691
27-4-21,"['LDLC', 'SIXER', 'Maka', 'hAdji', 'Keoz', 'Lambert']","['Ambush', 'Gringo', 'wasiNk', 'SBT', 'EMZ', 'SoneSb']","['10', '16']",Vertigo,ESL National Championship France Spring 2021,5690
27-4-21,"['LDLC', 'Maka', 'hAdji', 'Keoz', 'SIXER', 'Lambert']","['Ambush', 'EMZ', 'SBT', 'wasiNk', 'Gringo', 'SoneSb']","['3', '16']",Nuke,ESL National Championship France Spring 2021,5690
27-4-21,"['Dignitas', 'hallzerk', 'Lekr0', 'f0rest', 'friberg', 'HEAP']","['DBL PONEY', 'afro', 'bodyy', 'Djoko', 'Lucky', 'NBK-']","['10', '16']",Nuke,Flashpoint 3 Closed Qualifier,5689
27-4-21,"['Dignitas', 'Lekr0', 'HEAP', 'hallzerk', 'f0rest', 'friberg']","['DBL PONEY', 'Djoko', 'NBK-', 'Lucky', 'afro', 'bodyy']","['16', '13']",Vertigo,Flashpoint 3 Closed Qualifier,5689
27-4-21,"['Tricked', 'Lucky', 'kwezz', 'zypztw', 'kiR', 'PR1mE']","['Copenhagen Flames', 'Nodios', 'AcilioN', 'nicoodoz', 'maNkz', 'jabbi']","['16', '6']",Nuke,Elgiganten Ligaen Season 16,5688
27-4-21,"['Tricked', 'PR1mE', 'Lucky', 'kiR', 'kwezz', 'zypztw']","['Copenhagen Flames', 'maNkz', 'Nodios', 'nicoodoz', 'jabbi', 'AcilioN']","['11', '16']",Train,Elgiganten Ligaen Season 16,5688
27-4-21,"['BIG', 'tabseN', 'XANTARES', 'k1to', 'syrsoN', 'tiziaN']","['MOUZ', 'ropz', 'frozen', 'acoR', 'dexter', 'Bymas']","['13', '16']",Nuke,IEM Summer 2021 Closed Qualifier,5687
27-4-21,"['BIG', 'XANTARES', 'k1to', 'syrsoN', 'tabseN', 'tiziaN']","['MOUZ', 'acoR', 'Bymas', 'ropz', 'dexter', 'frozen']","['16', '12']",Dust2,IEM Summer 2021 Closed Qualifier,5687
27-4-21,"['FunPlus Phoenix', 'zehN', 'STYKO', 'emi', 'Farlig', 'Maden']","['G2', 'NiKo', 'nexa', 'AMANEK', 'huNter-', 'JACKZ']","['6', '16']",Train,IEM Summer 2021 Closed Qualifier,5686
27-4-21,"['FunPlus Phoenix', 'zehN', 'Maden', 'STYKO', 'Farlig', 'emi']","['G2', 'AMANEK', 'NiKo', 'JACKZ', 'huNter-', 'nexa']","['3', '16']",Mirage,IEM Summer 2021 Closed Qualifier,5686
27-4-21,"['FunPlus Phoenix', 'zehN', 'STYKO', 'Maden', 'emi', 'Farlig']","['G2', 'huNter-', 'AMANEK', 'NiKo', 'nexa', 'JACKZ']","['16', '11']",Inferno,IEM Summer 2021 Closed Qualifier,5686
27-4-21,"['Endpoint', 'mezii', 'CRUC1AL', 'Surreal', 'MiGHTYMAX', 'Thomas']","['HAVU', 'xseveN', 'sLowi', 'Aerial', 'ZOREE', 'jemi']","['4', '16']",Dust2,Flashpoint 3 Closed Qualifier,5685
27-4-21,"['Endpoint', 'Thomas', 'CRUC1AL', 'MiGHTYMAX', 'mezii', 'Surreal']","['HAVU', 'sLowi', 'ZOREE', 'jemi', 'xseveN', 'Aerial']","['16', '6']",Inferno,Flashpoint 3 Closed Qualifier,5685
27-4-21,"['Anonymo', 'KEi', 'innocent', 'Snax', 'Kylar', 'mynio']","['Dignitas', 'f0rest', 'hallzerk', 'HEAP', 'Lekr0', 'friberg']","['16', '14']",Nuke,Flashpoint 3 Closed Qualifier,5684
27-4-21,"['Anonymo', 'Snax', 'innocent', 'KEi', 'Kylar', 'mynio']","['Dignitas', 'f0rest', 'friberg', 'Lekr0', 'HEAP', 'hallzerk']","['10', '16']",Vertigo,Flashpoint 3 Closed Qualifier,5684
27-4-21,"['ENCE', 'Spinx', 'allu', 'doto', 'dycha', 'Snappi']","['DBL PONEY', 'afro', 'Lucky', 'Djoko', 'NBK-', 'bodyy']","['16', '9']",Dust2,Flashpoint 3 Closed Qualifier,5683
27-4-21,"['ENCE', 'dycha', 'Snappi', 'Spinx', 'doto', 'allu']","['DBL PONEY', 'afro', 'bodyy', 'Djoko', 'NBK-', 'Lucky']","['16', '10']",Train,Flashpoint 3 Closed Qualifier,5683
27-4-21,"['ENCE', 'allu', 'dycha', 'Spinx', 'Snappi', 'doto']","['DBL PONEY', 'bodyy', 'Lucky', 'NBK-', 'Djoko', 'afro']","['14', '16']",Nuke,Flashpoint 3 Closed Qualifier,5683
27-4-21,"['AGO', 'F1KU', 'rallen', 'snatchie', 'reatz', 'Furlan']","['Lilmix', 'robiin', 'b0denmaster', 'bq', 'quix', 'Svedjehed']","['12', '16']",Vertigo,Flashpoint 3 Closed Qualifier,5682
27-4-21,"['AGO', 'rallen', 'snatchie', 'F1KU', 'reatz', 'Furlan']","['Lilmix', 'bq', 'b0denmaster', 'quix', 'robiin', 'Svedjehed']","['16', '19']",Mirage,Flashpoint 3 Closed Qualifier,5682
27-4-21,"['Complexity', 'k0nfig', 'blameF', 'RUSH', 'poizon', 'jks']","['Sprout', 'faveN', 'slaxz-', 'kressy', 'denis', 'Spiidi']","['6', '16']",Mirage,Flashpoint 3 Closed Qualifier,5681
27-4-21,"['Complexity', 'k0nfig', 'blameF', 'jks', 'RUSH', 'poizon']","['Sprout', 'faveN', 'Spiidi', 'slaxz-', 'kressy', 'denis']","['16', '19']",Dust2,Flashpoint 3 Closed Qualifier,5681
27-4-21,"['Complexity', 'k0nfig', 'blameF', 'jks', 'poizon', 'RUSH']","['Sprout', 'faveN', 'kressy', 'Spiidi', 'slaxz-', 'denis']","['16', '10']",Vertigo,Flashpoint 3 Closed Qualifier,5681
27-4-21,"['GameAgents', 'regali', 'mhN1', 'RENNE', 'lauNX', 'fNk']","['SKADE', 'SHiPZ', 'dennyslaw', 'oxygeN', 'Rainwaker', 'Duplicate']","['12', '16']",Train,Flashpoint 3 Closed Qualifier,5680
27-4-21,"['GameAgents', 'fNk', 'RENNE', 'regali', 'mhN1', 'lauNX']","['SKADE', 'dennyslaw', 'Rainwaker', 'oxygeN', 'SHiPZ', 'Duplicate']","['8', '16']",Dust2,Flashpoint 3 Closed Qualifier,5680
27-4-21,"['Tricked', 'zypztw', 'kwezz', 'kiR', 'Lucky', 'PR1mE']","['Sangal', 'MAJ3R', 'S3NSEY', 'paz', 'l0gicman', 'ngiN']","['9', '16']",Nuke,Flashpoint 3 Closed Qualifier,5679
27-4-21,"['Tricked', 'Lucky', 'PR1mE', 'kiR', 'kwezz', 'zypztw']","['Sangal', 'MAJ3R', 'paz', 'ngiN', 'l0gicman', 'S3NSEY']","['16', '6']",Dust2,Flashpoint 3 Closed Qualifier,5679
27-4-21,"['Tricked', 'Lucky', 'PR1mE', 'zypztw', 'kiR', 'kwezz']","['Sangal', 'ngiN', 'l0gicman', 'paz', 'S3NSEY', 'MAJ3R']","['16', '13']",Mirage,Flashpoint 3 Closed Qualifier,5679
27-4-21,"['Movistar Riders', 'smooya', 'alex', 'mopoz', 'shokz', 'steel']","['MOUZ', 'ropz', 'acoR', 'Bymas', 'frozen', 'dexter']","['11', '16']",Train,Flashpoint 3 Closed Qualifier,5678
27-4-21,"['Movistar Riders', 'alex', 'shokz', 'mopoz', 'smooya', 'steel']","['MOUZ', 'frozen', 'acoR', 'dexter', 'ropz', 'Bymas']","['7', '16']",Vertigo,Flashpoint 3 Closed Qualifier,5678
27-4-21,"['Movistar Riders', 'smooya', 'shokz', 'alex', 'mopoz', 'steel']","['MOUZ', 'frozen', 'ropz', 'acoR', 'dexter', 'Bymas']","['16', '12']",Inferno,Flashpoint 3 Closed Qualifier,5678
28-4-21,"['Case', 'yepz', 'land1n', 'dzt', 'n1ssim', 'delboNi']","['Young Ninjas', 'Mann3n', 'nilo', 'phzy', 'Sapec', 'LNZ']","['12', '16']",Nuke,Spring Sweet Spring 1,5677
28-4-21,"['Case', 'yepz', 'land1n', 'n1ssim', 'dzt', 'delboNi']","['Young Ninjas', 'Mann3n', 'Sapec', 'LNZ', 'nilo', 'phzy']","['16', '8']",Inferno,Spring Sweet Spring 1,5677
28-4-21,"['MAD Lions', 'Woro2k', 'tudsoN', 'SPELLAN', 'sausol', 'TMB']","['Izako Boars', 'STOMP', 'TOAO', 'siuhy', 'Hyper', 'szejn']","['16', '19']",Nuke,Spring Sweet Spring 1,5676
28-4-21,"['MAD Lions', 'Woro2k', 'TMB', 'sausol', 'jL', 'SPELLAN']","['Izako Boars', 'TOAO', 'szejn', 'STOMP', 'siuhy', 'Hyper']","['16', '14']",Dust2,Spring Sweet Spring 1,5676
28-4-21,"['TYLOO', 'DANK1NG', 'Attacker', 'somebody', 'Summer', 'SLOWLY']","['Wings Up', 'gas', 'lan', 'DD', 'Martin', 'ChildKing']","['16', '10']",Train,Perfect World League Season 1 2021,5675
28-4-21,"['TYLOO', 'Attacker', 'DANK1NG', 'Summer', 'SLOWLY', 'somebody']","['Wings Up', 'ChildKing', 'lan', 'gas', 'Martin', 'DD']","['10', '16']",Dust2,Perfect World League Season 1 2021,5675
28-4-21,"['TYLOO', 'SLOWLY', 'DANK1NG', 'Attacker', 'Summer', 'somebody']","['Wings Up', 'gas', 'DD', 'Martin', 'ChildKing', 'lan']","['16', '9']",Mirage,Perfect World League Season 1 2021,5675
28-4-21,"['Chiefs', 'motion', 'BL1TZ', 'gump', 'val', 'HUGHMUNGUS']","['Dire Wolves', 'soju_j', 'sterling', 'HaZR', 'SaVage', 'Liki']","['13', '16']",Dust2,LPL Pro League Season 7,5674
28-4-21,"['Chiefs', 'BL1TZ', 'gump', 'motion', 'HUGHMUNGUS', 'val']","['Dire Wolves', 'Liki', 'sterling', 'SaVage', 'soju_j', 'HaZR']","['22', '20']",Mirage,LPL Pro League Season 7,5674
28-4-21,"['Chiefs', 'BL1TZ', 'val', 'gump', 'HUGHMUNGUS', 'motion']","['Dire Wolves', 'HaZR', 'sterling', 'SaVage', 'Liki', 'soju_j']","['9', '16']",Nuke,LPL Pro League Season 7,5674
28-4-21,"['Lyngby Vikings', 'anarkez', 'FASHR', 'birdfromsky', 'hns', 'raalz']","['AGO', 'snatchie', 'leman', 'rallen', 'Furlan', 'reatz']","['16', '19']",Inferno,Spring Sweet Spring 1,5673
28-4-21,"['Lyngby Vikings', 'raalz', 'FASHR', 'anarkez', 'birdfromsky', 'hns']","['AGO', 'snatchie', 'rallen', 'Furlan', 'reatz', 'leman']","['16', '11']",Mirage,Spring Sweet Spring 1,5673
28-4-21,"['Fiend', 'REDSTAR', 'bubble', 'mar', 'dream3r', 'v1c7oR']","['Apeks', 'FREDDyFROG', 'kreaz', 'dennis', 'Grusarn', 'Relaxa']","['8', '16']",Mirage,Spring Sweet Spring 1,5672
28-4-21,"['Fiend', 'REDSTAR', 'mar', 'v1c7oR', 'dream3r', 'bubble']","['Apeks', 'dennis', 'Grusarn', 'FREDDyFROG', 'kreaz', 'Relaxa']","['9', '16']",Inferno,Spring Sweet Spring 1,5672
28-4-21,"['Fiend', 'bubble', 'v1c7oR', 'mar', 'dream3r', 'REDSTAR']","['Apeks', 'FREDDyFROG', 'Grusarn', 'kreaz', 'Relaxa', 'dennis']","['16', '4']",Dust2,Spring Sweet Spring 1,5672
28-4-21,"['ViCi', 'JamYoung', 'Kaze', 'zhokiNg', 'advent', 'aumaN']","['Invictus', 'flying', 'Starry', 'DeStRoYeR', 'Viva', 'bottle']","['17', '19']",Nuke,Perfect World League Season 1 2021,5671
28-4-21,"['ViCi', 'Kaze', 'JamYoung', 'aumaN', 'zhokiNg', 'advent']","['Invictus', 'DeStRoYeR', 'flying', 'bottle', 'Starry', 'Viva']","['14', '16']",Inferno,Perfect World League Season 1 2021,5671
28-4-21,"['ViCi', 'advent', 'aumaN', 'JamYoung', 'Kaze', 'zhokiNg']","['Invictus', 'Starry', 'DeStRoYeR', 'bottle', 'flying', 'Viva']","['19', '17']",Train,Perfect World League Season 1 2021,5670
28-4-21,"['Endpoint', 'MiGHTYMAX', 'mezii', 'Thomas', 'Surreal', 'CRUC1AL']","['Lilmix', 'quix', 'GeT_RiGhT', 'bq', 'b0denmaster', 'Svedjehed']","['16', '13']",Mirage,LOOT.BET Season 9,5669
28-4-21,"['Endpoint', 'Thomas', 'CRUC1AL', 'mezii', 'MiGHTYMAX', 'Surreal']","['Lilmix', 'GeT_RiGhT', 'Svedjehed', 'b0denmaster', 'bq', 'quix']","['16', '14']",Inferno,LOOT.BET Season 9,5669
28-4-21,"['Endpoint', 'mezii', 'Thomas', 'MiGHTYMAX', 'CRUC1AL', 'Surreal']","['Lilmix', 'b0denmaster', 'bq', 'quix', 'GeT_RiGhT', 'Svedjehed']","['16', '7']",Overpass,LOOT.BET Season 9,5669
28-4-21,"['Movistar Riders', 'smooya', 'mopoz', 'steel', 'alex', 'shokz']","['MOUZ', 'frozen', 'dexter', 'acoR', 'ropz', 'Bymas']","['16', '8']",Train,IEM Summer 2021 Closed Qualifier,5668
28-4-21,"['Movistar Riders', 'smooya', 'mopoz', 'alex', 'steel', 'shokz']","['MOUZ', 'ropz', 'Bymas', 'frozen', 'acoR', 'dexter']","['16', '19']",Vertigo,IEM Summer 2021 Closed Qualifier,5668
28-4-21,"['FaZe', 'Twistzz', 'coldzera', 'broky', 'rain', 'karrigan']","['G2', 'NiKo', 'AMANEK', 'huNter-', 'JACKZ', 'nexa']","['11', '16']",Train,IEM Summer 2021 Closed Qualifier,5667
28-4-21,"['FaZe', 'Twistzz', 'broky', 'coldzera', 'rain', 'karrigan']","['G2', 'NiKo', 'AMANEK', 'JACKZ', 'huNter-', 'nexa']","['16', '5']",Mirage,IEM Summer 2021 Closed Qualifier,5667
28-4-21,"['FaZe', 'rain', 'coldzera', 'Twistzz', 'broky', 'karrigan']","['G2', 'NiKo', 'JACKZ', 'huNter-', 'AMANEK', 'nexa']","['14', '16']",Dust2,IEM Summer 2021 Closed Qualifier,5667
28-4-21,"['Bizarre', 'moop', 'SkulL', 'mizzy', 'rekonz', 'guag']","['Paradox', 'rbz', 'ekul', 'versa', 'bedonka', 'dangeR']","['16', '12']",Nuke,LPL Pro League Season 7,5666
28-4-21,"['Bizarre', 'moop', 'guag', 'rekonz', 'mizzy', 'SkulL']","['Paradox', 'ekul', 'versa', 'rbz', 'bedonka', 'dangeR']","['22', '19']",Inferno,LPL Pro League Season 7,5666
28-4-21,"['Bizarre', 'mizzy', 'moop', 'SkulL', 'rekonz', 'guag']","['Paradox', 'versa', 'ekul', 'dangeR', 'bedonka', 'rbz']","['16', '14']",Overpass,LPL Pro League Season 7,5666
28-4-21,"['Copenhagen Flames', 'AcilioN', 'nicoodoz', 'jabbi', 'maNkz', 'Nodios']","['forZe', 'zorte', 'FL1T', 'KENSI', 'Jerry', 'almazer']","['7', '16']",Mirage,Spring Sweet Spring 1,5665
28-4-21,"['Copenhagen Flames', 'Nodios', 'jabbi', 'AcilioN', 'maNkz', 'nicoodoz']","['forZe', 'KENSI', 'FL1T', 'zorte', 'Jerry', 'almazer']","['7', '16']",Overpass,Spring Sweet Spring 1,5665
28-4-21,"['Copenhagen Flames', 'AcilioN', 'Nodios', 'jabbi', 'nicoodoz', 'maNkz']","['forZe', 'KENSI', 'FL1T', 'Jerry', 'zorte', 'almazer']","['16', '6']",Nuke,Spring Sweet Spring 1,5665
28-4-21,"['K23', 'mou', 'fame', 'n0rb3r7', 'AdreN', 'neaLaN']","['SKADE', 'oxygeN', 'SHiPZ', 'dennyslaw', 'Rainwaker', 'Duplicate']","['6', '16']",Dust2,Spring Sweet Spring 1,5664
28-4-21,"['K23', 'n0rb3r7', 'mou', 'neaLaN', 'AdreN', 'fame']","['SKADE', 'dennyslaw', 'Rainwaker', 'oxygeN', 'SHiPZ', 'Duplicate']","['12', '16']",Overpass,Spring Sweet Spring 1,5664
28-4-21,"['K23', 'n0rb3r7', 'fame', 'neaLaN', 'mou', 'AdreN']","['SKADE', 'dennyslaw', 'SHiPZ', 'oxygeN', 'Rainwaker', 'Duplicate']","['16', '6']",Train,Spring Sweet Spring 1,5664
28-4-21,"['Lyngby Vikings', 'birdfromsky', 'anarkez', 'FASHR', 'hns', 'raalz']","['Tricked', 'PR1mE', 'zypztw', 'Lucky', 'kwezz', 'kiR']","['16', '13']",Overpass,Elgiganten Ligaen Season 16,5663
28-4-21,"['Lyngby Vikings', 'raalz', 'hns', 'anarkez', 'birdfromsky', 'FASHR']","['Tricked', 'Lucky', 'PR1mE', 'kwezz', 'zypztw', 'kiR']","['18', '22']",Inferno,Elgiganten Ligaen Season 16,5663
28-4-21,"['Lyngby Vikings', 'FASHR', 'birdfromsky', 'hns', 'raalz', 'anarkez']","['Tricked', 'Lucky', 'PR1mE', 'kwezz', 'kiR', 'zypztw']","['12', '16']",Dust2,Elgiganten Ligaen Season 16,5663
28-4-21,"['HAVU', 'sLowi', 'ZOREE', 'xseveN', 'Aerial', 'jemi']","['MOUZ', 'dexter', 'frozen', 'acoR', 'Bymas', 'ropz']","['11', '16']",Nuke,Flashpoint 3 Closed Qualifier,5662
28-4-21,"['HAVU', 'ZOREE', 'xseveN', 'Aerial', 'sLowi', 'jemi']","['MOUZ', 'ropz', 'acoR', 'dexter', 'Bymas', 'frozen']","['16', '11']",Train,Flashpoint 3 Closed Qualifier,5662
28-4-21,"['Movistar Riders', 'mopoz', 'alex', 'shokz', 'smooya', 'steel']","['DBL PONEY', 'afro', 'Djoko', 'Lucky', 'NBK-', 'bodyy']","['12', '16']",Nuke,Flashpoint 3 Closed Qualifier,5661
28-4-21,"['Movistar Riders', 'mopoz', 'smooya', 'alex', 'shokz', 'steel']","['DBL PONEY', 'afro', 'NBK-', 'bodyy', 'Lucky', 'Djoko']","['14', '16']",Overpass,Flashpoint 3 Closed Qualifier,5661
28-4-21,"['Movistar Riders', 'shokz', 'smooya', 'steel', 'alex', 'mopoz']","['DBL PONEY', 'bodyy', 'Lucky', 'NBK-', 'Djoko', 'afro']","['16', '9']",Inferno,Flashpoint 3 Closed Qualifier,5661
28-4-21,"['Dignitas', 'friberg', 'f0rest', 'Lekr0', 'hallzerk', 'HEAP']","['AGO', 'reatz', 'rallen', 'snatchie', 'F1KU', 'Furlan']","['16', '8']",Vertigo,Flashpoint 3 Closed Qualifier,5660
28-4-21,"['Dignitas', 'Lekr0', 'f0rest', 'hallzerk', 'HEAP', 'friberg']","['AGO', 'snatchie', 'Furlan', 'rallen', 'reatz', 'F1KU']","['6', '16']",Nuke,Flashpoint 3 Closed Qualifier,5660
28-4-21,"['SINNERS', 'NEOFRAG', 'oskar', 'SHOCK', 'ZEDKO', 'beastik']","['EXTREMUM', 'Gratisfaction', 'Liazz', 'BnTeT', 'AZR', 'jkaem']","['17', '19']",Inferno,Spring Sweet Spring 1,5659
28-4-21,"['SINNERS', 'NEOFRAG', 'oskar', 'ZEDKO', 'SHOCK', 'beastik']","['EXTREMUM', 'jkaem', 'AZR', 'Liazz', 'Gratisfaction', 'BnTeT']","['16', '11']",Mirage,Spring Sweet Spring 1,5659
28-4-21,"['EPG Family', 'El1an', 'NickelBack', 'Krad', 'Forester', 'Lack1']","['Extra Salt', 'Sonic', 'FaNg', 'JT', 'MarKE', 'oSee']","['22', '20']",Train,Spring Sweet Spring 1,5658
28-4-21,"['EPG Family', 'Krad', 'El1an', 'Forester', 'Lack1', 'NickelBack']","['Extra Salt', 'oSee', 'MarKE', 'FaNg', 'JT', 'Sonic']","['5', '16']",Dust2,Spring Sweet Spring 1,5658
28-4-21,"['Anonymo', 'mynio', 'KEi', 'Snax', 'Kylar', 'innocent']","['Complexity', 'k0nfig', 'poizon', 'jks', 'RUSH', 'blameF']","['16', '14']",Mirage,Flashpoint 3 Closed Qualifier,5657
28-4-21,"['Anonymo', 'Snax', 'mynio', 'KEi', 'innocent', 'Kylar']","['Complexity', 'k0nfig', 'RUSH', 'blameF', 'poizon', 'jks']","['16', '11']",Vertigo,Flashpoint 3 Closed Qualifier,5657
28-4-21,"['Anonymo', 'KEi', 'Snax', 'innocent', 'Kylar', 'mynio']","['Complexity', 'k0nfig', 'jks', 'poizon', 'blameF', 'RUSH']","['11', '16']",Nuke,Flashpoint 3 Closed Qualifier,5657
28-4-21,"['Endpoint', 'Thomas', 'mezii', 'CRUC1AL', 'MiGHTYMAX', 'Surreal']","['SKADE', 'oxygeN', 'SHiPZ', 'dennyslaw', 'Duplicate', 'Rainwaker']","['12', '16']",Mirage,Flashpoint 3 Closed Qualifier,5656
28-4-21,"['Endpoint', 'mezii', 'CRUC1AL', 'MiGHTYMAX', 'Surreal', 'Thomas']","['SKADE', 'dennyslaw', 'SHiPZ', 'oxygeN', 'Rainwaker', 'Duplicate']","['16', '13']",Inferno,Flashpoint 3 Closed Qualifier,5656
28-4-21,"['MOUZ', 'dexter', 'ropz', 'frozen', 'Bymas', 'acoR']","['G2', 'NiKo', 'JACKZ', 'nexa', 'AMANEK', 'huNter-']","['16', '8']",Nuke,IEM Summer 2021 Closed Qualifier,5655
28-4-21,"['MOUZ', 'Bymas', 'acoR', 'ropz', 'frozen', 'dexter']","['G2', 'huNter-', 'nexa', 'NiKo', 'JACKZ', 'AMANEK']","['10', '16']",Dust2,IEM Summer 2021 Closed Qualifier,5655
28-4-21,"['Sprout', 'faveN', 'Spiidi', 'denis', 'kressy', 'slaxz-']","['Tricked', 'Lucky', 'kwezz', 'kiR', 'zypztw', 'PR1mE']","['14', '16']",Dust2,Flashpoint 3 Closed Qualifier,5654
28-4-21,"['TheDice', 'CamZ', 'DEVIL', 'nonick', 'XpG', 'Polox']","['LDLC', 'Maka', 'SIXER', 'Keoz', 'Lambert', 'hAdji']","['8', '16']",Dust2,ESL National Championship France Spring 2021,5653
28-4-21,"['TheDice', 'nonick', 'DEVIL', 'Polox', 'CamZ', 'XpG']","['LDLC', 'SIXER', 'Maka', 'Keoz', 'hAdji', 'Lambert']","['2', '16']",Inferno,ESL National Championship France Spring 2021,5653
28-4-21,"['Dignitas', 'Lekr0', 'hallzerk', 'f0rest', 'HEAP', 'friberg']","['Sprout', 'kressy', 'faveN', 'denis', 'slaxz-', 'Spiidi']","['6', '16']",Dust2,Flashpoint 3 Closed Qualifier,5652
28-4-21,"['Dignitas', 'Lekr0', 'f0rest', 'friberg', 'HEAP', 'hallzerk']","['Sprout', 'denis', 'slaxz-', 'kressy', 'Spiidi', 'faveN']","['7', '16']",Nuke,Flashpoint 3 Closed Qualifier,5652
28-4-21,"['Dignitas', 'hallzerk', 'friberg', 'HEAP', 'Lekr0', 'f0rest']","['Sprout', 'faveN', 'slaxz-', 'kressy', 'Spiidi', 'denis']","['16', '11']",Vertigo,Flashpoint 3 Closed Qualifier,5652
28-4-21,"['DBL PONEY', 'Djoko', 'bodyy', 'Lucky', 'afro', 'NBK-']","['Endpoint', 'Surreal', 'CRUC1AL', 'mezii', 'MiGHTYMAX', 'Thomas']","['19', '16']",Dust2,Flashpoint 3 Closed Qualifier,5651
28-4-21,"['DBL PONEY', 'NBK-', 'bodyy', 'Lucky', 'Djoko', 'afro']","['Endpoint', 'mezii', 'MiGHTYMAX', 'Surreal', 'CRUC1AL', 'Thomas']","['13', '16']",Overpass,Flashpoint 3 Closed Qualifier,5651
28-4-21,"['DBL PONEY', 'Djoko', 'bodyy', 'Lucky', 'afro', 'NBK-']","['Endpoint', 'mezii', 'CRUC1AL', 'Surreal', 'Thomas', 'MiGHTYMAX']","['4', '16']",Inferno,Flashpoint 3 Closed Qualifier,5651
28-4-21,"['MOUZ', 'Bymas', 'ropz', 'frozen', 'acoR', 'dexter']","['Complexity', 'blameF', 'k0nfig', 'RUSH', 'poizon', 'jks']","['16', '12']",Mirage,Flashpoint 3 Closed Qualifier,5650
28-4-21,"['MOUZ', 'acoR', 'dexter', 'frozen', 'Bymas', 'ropz']","['Complexity', 'k0nfig', 'jks', 'blameF', 'RUSH', 'poizon']","['16', '13']",Vertigo,Flashpoint 3 Closed Qualifier,5650
28-4-21,"['MOUZ', 'acoR', 'ropz', 'Bymas', 'frozen', 'dexter']","['Complexity', 'blameF', 'poizon', 'k0nfig', 'jks', 'RUSH']","['16', '13']",Nuke,Flashpoint 3 Closed Qualifier,5649
28-4-21,"['Santos', 'voltera', 'keiz', 'MaLLby', 'xns', 'BobZ']","['SWS', 'Gafolo', 'BGalvão90', 'phx', 'matios', 'RICIOLI']","['19', '16']",Nuke,CBCS Elite League 2021 Season 1,5648
28-4-21,"['Black Dragons', 'chay', 'fREQ', 'kNc', 'GYZER', 't9rnay']","['MIBR', 'chelo', 'yel', 'exit', 'shz', 'boltz']","['16', '6']",Mirage,CBCS Elite League 2021 Season 1,5647
29-4-21,"['Paquetá', 'DeStiNy', 'KHTEX', 'nython', 'iDk', 'dav1d']","['Liberty', 'dok', 'drg', 'remix', 'ALLE', 'w1']","['14', '16']",Train,CBCS Elite League 2021 Season 1,5646
29-4-21,"['Fiend', 'v1c7oR', 'dream3r', 'mar', 'REDSTAR', 'bubble']","['MAD Lions', 'sausol', 'tudsoN', 'Woro2k', 'SPELLAN', 'TMB']","['16', '19']",Train,Spring Sweet Spring 1,5645
29-4-21,"['Fiend', 'REDSTAR', 'bubble', 'dream3r', 'mar', 'v1c7oR']","['MAD Lions', 'Woro2k', 'tudsoN', 'sausol', 'TMB', 'SPELLAN']","['16', '14']",Dust2,Spring Sweet Spring 1,5645
29-4-21,"['SINNERS', 'SHOCK', 'beastik', 'oskar', 'NEOFRAG', 'ZEDKO']","['Extra Salt', 'JT', 'Sonic', 'oSee', 'MarKE', 'FaNg']","['8', '16']",Train,Spring Sweet Spring 1,5644
29-4-21,"['SINNERS', 'NEOFRAG', 'oskar', 'ZEDKO', 'beastik', 'SHOCK']","['Extra Salt', 'MarKE', 'JT', 'FaNg', 'oSee', 'Sonic']","['7', '16']",Vertigo,Spring Sweet Spring 1,5644
29-4-21,"['SINNERS', 'oskar', 'NEOFRAG', 'SHOCK', 'ZEDKO', 'beastik']","['Extra Salt', 'oSee', 'MarKE', 'FaNg', 'JT', 'Sonic']","['4', '16']",Nuke,Spring Sweet Spring 1,5644
29-4-21,"['TYLOO', 'somebody', 'DANK1NG', 'Attacker', 'Summer', 'SLOWLY']","['Invictus', 'Viva', 'flying', 'DeStRoYeR', 'bottle', 'Starry']","['12', '16']",Overpass,Perfect World League Season 1 2021,5643
