Team1,Team1_Status,Team2,Team2_Status,Date,Map,Event
Polar Ace,w,ex-iNTACT,l,5-2-20,Inferno,Americas Minor North America Open Qualifier 2 - ESL One Rio 2020
Mythic,w,Big Frames,l,5-2-20,Mirage,Americas Minor North America Open Qualifier 2 - ESL One Rio 2020
Divine,w,Russian Street Party,l,5-2-20,Overpass,Americas Minor North America Open Qualifier 2 - ESL One Rio 2020
Ze Pug Godz,w,New England Whalers,l,5-2-20,Inferno,Americas Minor North America Open Qualifier 2 - ESL One Rio 2020
Station7,w,RBG,l,5-2-20,Overpass,Americas Minor North America Open Qualifier 2 - ESL One Rio 2020
LiViD,w,Faint,l,5-2-20,Nuke,Americas Minor North America Open Qualifier 2 - ESL One Rio 2020
ImPerium,l,Monstars,w,5-2-20,Inferno,Americas Minor North America Open Qualifier 2 - ESL One Rio 2020
"[""Asunas Anime Aimers""",l,Prospects,w,5-2-20,Train,Americas Minor North America Open Qualifier 2 - ESL One Rio 2020
HAVU,l,AGO,w,5-2-20,Dust2,Europe Minor Open Qualifier 2 - ESL One Rio 2020
FATE,l,Nordavind,w,5-2-20,Inferno,Europe Minor Open Qualifier 2 - ESL One Rio 2020
Sprout,w,Secret,l,5-2-20,Inferno,Europe Minor Open Qualifier 2 - ESL One Rio 2020
ex-Virtus.pro,w,Endpoint,l,5-2-20,Train,Europe Minor Open Qualifier 2 - ESL One Rio 2020
Juggernauts,w,ad hoc,l,5-2-20,Nuke,Europe Minor Open Qualifier 2 - ESL One Rio 2020
FiveG,l,Copenhagen Flames,w,4-2-20,Inferno,Europe Minor Open Qualifier 2 - ESL One Rio 2020
AGF,l,AVEZ,w,4-2-20,Train,Europe Minor Open Qualifier 2 - ESL One Rio 2020
Complexity,l,PACT,w,4-2-20,Inferno,Europe Minor Open Qualifier 2 - ESL One Rio 2020
GODSENT,w,Virtus.pro,l,4-2-20,Vertigo,ICE Challenge 2020
GODSENT,w,Virtus.pro,l,4-2-20,Vertigo,ICE Challenge 2020
MAD Lions,w,OG,l,4-2-20,Train,ICE Challenge 2020
MAD Lions,w,OG,l,4-2-20,Train,ICE Challenge 2020
PC419,l,Paradox,w,4-2-20,Dust2,ESEA MDL Season 33 Australia
Skyfire,l,madlikewizards,w,4-2-20,Inferno,ESEA MDL Season 33 Australia
Incept,w,AVANT,l,4-2-20,Mirage,ESEA MDL Season 33 Australia
Rugratz,w,"""Asunas Anime Aimers""",l,4-2-20,Nuke,ESEA MDL Season 33 North America
Imperial,l,paiN,w,4-2-20,Inferno,Americas Minor South America Open Qualifier 1 - ESL One Rio 2020
Imperial,l,paiN,w,4-2-20,Inferno,Americas Minor South America Open Qualifier 1 - ESL One Rio 2020
paiN,w,Alma,l,3-2-20,Inferno,Americas Minor South America Open Qualifier 1 - ESL One Rio 2020
W7M,w,RED Canids,l,3-2-20,Nuke,Americas Minor South America Open Qualifier 1 - ESL One Rio 2020
W7M,l,RED Canids,w,3-2-20,Nuke,Americas Minor South America Open Qualifier 1 - ESL One Rio 2020
W7M,w,RED Canids,l,3-2-20,Nuke,Americas Minor South America Open Qualifier 1 - ESL One Rio 2020
Espada,w,Space Jam,l,3-2-20,Mirage,CIS Minor Open Qualifier 1 - ESL One Rio 2020
Espada,w,Space Jam,l,3-2-20,Mirage,CIS Minor Open Qualifier 1 - ESL One Rio 2020
Espada,l,Space Jam,w,3-2-20,Mirage,CIS Minor Open Qualifier 1 - ESL One Rio 2020
Unicorns of Love,l,Demolition Crew,w,3-2-20,Inferno,ESEA MDL Season 33 Europe
Illuminar,w,Wisla Krakow,l,3-2-20,Nuke,ESEA MDL Season 33 Europe
Nemiga,w,Unique,l,3-2-20,Inferno,CIS Minor Open Qualifier 1 - ESL One Rio 2020
Nemiga,w,Unique,l,3-2-20,Inferno,CIS Minor Open Qualifier 1 - ESL One Rio 2020
GamerLegion,l,Wisla Krakow,w,3-2-20,Nuke,ESEA MDL Season 33 Europe
RED Canids,w,Bravos,l,3-2-20,Nuke,Americas Minor South America Open Qualifier 1 - ESL One Rio 2020
TeamOne,l,Imperial,w,3-2-20,Overpass,Americas Minor South America Open Qualifier 1 - ESL One Rio 2020
W7M,w,Keyd,l,3-2-20,Nuke,Americas Minor South America Open Qualifier 1 - ESL One Rio 2020
SG.pro,l,Nemiga,w,2-2-20,Vertigo,CIS Minor Open Qualifier 1 - ESL One Rio 2020
DreamEaters,l,Espada,w,2-2-20,Inferno,CIS Minor Open Qualifier 1 - ESL One Rio 2020
BlinkDagger,l,Space Jam,w,2-2-20,Train,CIS Minor Open Qualifier 1 - ESL One Rio 2020
Unique,w,Se7en,l,2-2-20,Train,CIS Minor Open Qualifier 1 - ESL One Rio 2020
Liquid,l,FaZe,w,2-2-20,Dust2,BLAST Premier Spring Series 2020
Liquid,l,FaZe,w,2-2-20,Dust2,BLAST Premier Spring Series 2020
ENCE,l,GODSENT,w,2-2-20,Inferno,ICE Challenge 2020
ENCE,l,GODSENT,w,2-2-20,Inferno,ICE Challenge 2020
NiP,l,Liquid,w,2-2-20,Mirage,BLAST Premier Spring Series 2020
NiP,l,Liquid,w,2-2-20,Mirage,BLAST Premier Spring Series 2020
Heroic,l,MAD Lions,w,2-2-20,Nuke,ICE Challenge 2020
Heroic,l,MAD Lions,w,2-2-20,Nuke,ICE Challenge 2020
Sinners,w,savage,l,2-2-20,Inferno,Supreme Masters European Invitational 2020
Sinners,w,savage,l,2-2-20,Inferno,Supreme Masters European Invitational 2020
Natus Vincere,w,OG,l,2-2-20,Mirage,ICE Challenge 2020
Natus Vincere,w,OG,l,2-2-20,Mirage,ICE Challenge 2020
HZ,w,SGINDOMIX,l,2-2-20,Inferno,Asia Minor SEA Open Qualifier 2 - ESL One Rio 2020
HZ,w,SGINDOMIX,l,2-2-20,Inferno,Asia Minor SEA Open Qualifier 2 - ESL One Rio 2020
Maple,w,ClownS,l,2-2-20,Train,Asia Minor SEA Open Qualifier 2 - ESL One Rio 2020
Maple,w,ClownS,l,2-2-20,Train,Asia Minor SEA Open Qualifier 2 - ESL One Rio 2020
Virtus.pro,l,mousesports,w,2-2-20,Train,ICE Challenge 2020
Virtus.pro,l,mousesports,w,2-2-20,Train,ICE Challenge 2020
Sinners,w,Vexed,l,2-2-20,Mirage,Supreme Masters European Invitational 2020
Sinners,w,Vexed,l,2-2-20,Mirage,Supreme Masters European Invitational 2020
Sinners,l,Vexed,w,2-2-20,Mirage,Supreme Masters European Invitational 2020
FURY,l,ex-Genuine,w,2-2-20,Inferno,ESEA MDL Season 33 Australia
Infinity,l,Rugratz,w,2-2-20,Nuke,Americas Minor North America Open Qualifier 1 - ESL One Rio 2020
Infinity,l,Rugratz,w,2-2-20,Nuke,Americas Minor North America Open Qualifier 1 - ESL One Rio 2020
Faint,l,Envy,w,2-2-20,Mirage,Americas Minor North America Open Qualifier 1 - ESL One Rio 2020
Faint,l,Envy,w,2-2-20,Mirage,Americas Minor North America Open Qualifier 1 - ESL One Rio 2020
BIG,w,Complexity,l,1-2-20,Dust2,Europe Minor Open Qualifier 1 - ESL One Rio 2020
BIG,w,Complexity,l,1-2-20,Dust2,Europe Minor Open Qualifier 1 - ESL One Rio 2020
BIG,l,Complexity,w,1-2-20,Dust2,Europe Minor Open Qualifier 1 - ESL One Rio 2020
FaZe,w,Liquid,l,1-2-20,Inferno,BLAST Premier Spring Series 2020
FaZe,w,Liquid,l,1-2-20,Inferno,BLAST Premier Spring Series 2020
savage,w,Smoke Criminals,l,1-2-20,Inferno,Supreme Masters European Invitational 2020
savage,w,Smoke Criminals,l,1-2-20,Inferno,Supreme Masters European Invitational 2020
SKADE,l,Complexity,w,1-2-20,Dust2,Europe Minor Open Qualifier 1 - ESL One Rio 2020
BIG,w,Secret,l,1-2-20,Nuke,Europe Minor Open Qualifier 1 - ESL One Rio 2020
Dignitas,w,Sprout,l,1-2-20,Vertigo,Europe Minor Open Qualifier 1 - ESL One Rio 2020
Dignitas,w,Sprout,l,1-2-20,Vertigo,Europe Minor Open Qualifier 1 - ESL One Rio 2020
Dignitas,l,Sprout,w,1-2-20,Vertigo,Europe Minor Open Qualifier 1 - ESL One Rio 2020
GODSENT,l,Natus Vincere,w,1-2-20,Train,ICE Challenge 2020
GODSENT,w,Natus Vincere,l,1-2-20,Train,ICE Challenge 2020
GODSENT,l,Natus Vincere,w,1-2-20,Train,ICE Challenge 2020
savage,w,Fragbox,l,1-2-20,Overpass,Supreme Masters European Invitational 2020
savage,w,Fragbox,l,1-2-20,Overpass,Supreme Masters European Invitational 2020
Brute,l,Sinners,w,1-2-20,Overpass,Supreme Masters European Invitational 2020
Brute,l,Sinners,w,1-2-20,Overpass,Supreme Masters European Invitational 2020
Smoke Criminals,w,Falkn,l,1-2-20,Inferno,Supreme Masters European Invitational 2020
Smoke Criminals,w,Falkn,l,1-2-20,Inferno,Supreme Masters European Invitational 2020
Vexed,w,Prima,l,1-2-20,Inferno,Supreme Masters European Invitational 2020
Vexed,w,Prima,l,1-2-20,Inferno,Supreme Masters European Invitational 2020
GamerLegion,l,Dignitas,w,1-2-20,Nuke,Europe Minor Open Qualifier 1 - ESL One Rio 2020
AGO,l,Sprout,w,1-2-20,Mirage,Europe Minor Open Qualifier 1 - ESL One Rio 2020
NiP,w,MIBR,l,1-2-20,Inferno,BLAST Premier Spring Series 2020
NiP,w,MIBR,l,1-2-20,Vertigo,BLAST Premier Spring Series 2020
NiP,l,MIBR,w,1-2-20,Vertigo,BLAST Premier Spring Series 2020
mousesports,w,MAD Lions,l,1-2-20,Dust2,ICE Challenge 2020
mousesports,w,MAD Lions,l,1-2-20,Dust2,ICE Challenge 2020
Genesis,l,Falkn,w,1-2-20,Train,Supreme Masters European Invitational 2020
Genesis,l,Falkn,w,1-2-20,Train,Supreme Masters European Invitational 2020
SILENT,l,Vexed,w,1-2-20,Train,Supreme Masters European Invitational 2020
SILENT,l,Vexed,w,1-2-20,Train,Supreme Masters European Invitational 2020
savage,w,Vikingekrig,l,1-2-20,Inferno,Supreme Masters European Invitational 2020
savage,w,Vikingekrig,l,1-2-20,Inferno,Supreme Masters European Invitational 2020
Brute,w,ttc,l,1-2-20,Nuke,Supreme Masters European Invitational 2020
Brute,w,ttc,l,1-2-20,Nuke,Supreme Masters European Invitational 2020
Fragbox,w,Pompa,l,1-2-20,Overpass,Supreme Masters European Invitational 2020
Fragbox,l,Pompa,w,1-2-20,Overpass,Supreme Masters European Invitational 2020
Fragbox,w,Pompa,l,1-2-20,Overpass,Supreme Masters European Invitational 2020
Prima,w,Moops,l,1-2-20,Vertigo,Supreme Masters European Invitational 2020
Prima,w,Moops,l,1-2-20,Vertigo,Supreme Masters European Invitational 2020
High Coast,l,Smoke Criminals,w,1-2-20,Overpass,Supreme Masters European Invitational 2020
High Coast,l,Smoke Criminals,w,1-2-20,Overpass,Supreme Masters European Invitational 2020
Seven.Modula,l,Sinners,w,1-2-20,Nuke,Supreme Masters European Invitational 2020
Seven.Modula,l,Sinners,w,1-2-20,Nuke,Supreme Masters European Invitational 2020
Virtus.pro,w,Heroic,l,1-2-20,Vertigo,ICE Challenge 2020
Virtus.pro,w,Heroic,l,1-2-20,Vertigo,ICE Challenge 2020
Astro,l,Paper Rex,w,1-2-20,Dust2,Asia Minor SEA Open Qualifier 1 - ESL One Rio 2020
Astro,l,Paper Rex,w,1-2-20,Dust2,Asia Minor SEA Open Qualifier 1 - ESL One Rio 2020
DivisionX,l,Blank,w,1-2-20,Train,Asia Minor SEA Open Qualifier 1 - ESL One Rio 2020
DivisionX,l,Blank,w,1-2-20,Train,Asia Minor SEA Open Qualifier 1 - ESL One Rio 2020
DivisionX,w,Blank,l,1-2-20,Train,Asia Minor SEA Open Qualifier 1 - ESL One Rio 2020
OG,w,ENCE,l,1-2-20,Overpass,ICE Challenge 2020
OG,w,ENCE,l,1-2-20,Overpass,ICE Challenge 2020
Aster,l,EHOME,w,1-2-20,Overpass,Asia Minor Greater China Open Qualifier 1 - ESL One Rio 2020
Aster,l,EHOME,w,1-2-20,Overpass,Asia Minor Greater China Open Qualifier 1 - ESL One Rio 2020
Invictus,l,OneThree,w,1-2-20,Mirage,Asia Minor Greater China Open Qualifier 1 - ESL One Rio 2020
Invictus,w,OneThree,l,1-2-20,Mirage,Asia Minor Greater China Open Qualifier 1 - ESL One Rio 2020
Invictus,l,OneThree,w,1-2-20,Mirage,Asia Minor Greater China Open Qualifier 1 - ESL One Rio 2020
Infinity,w,Ze Pug Godz,l,1-2-20,Inferno,Americas Minor North America Open Qualifier 1 - ESL One Rio 2020
"[""Asunas Anime Aimers""",l,Envy,w,1-2-20,Mirage,Americas Minor North America Open Qualifier 1 - ESL One Rio 2020
Rugratz,w,ex-iNTACT,l,1-2-20,Nuke,Americas Minor North America Open Qualifier 1 - ESL One Rio 2020
Faint,w,Station7,l,1-2-20,Nuke,Americas Minor North America Open Qualifier 1 - ESL One Rio 2020
Ground Zero,w,Paradox,l,1-2-20,Overpass,WESG 2019 Oceania
Ground Zero,w,Paradox,l,1-2-20,Overpass,WESG 2019 Oceania
Ground Zero,l,Paradox,w,1-2-20,Overpass,WESG 2019 Oceania
FiveG,l,SKADE,w,1-2-20,Dust2,Europe Minor Open Qualifier 1 - ESL One Rio 2020
Japaleno,l,Sprout,w,1-2-20,Mirage,Europe Minor Open Qualifier 1 - ESL One Rio 2020
Lyngby Vikings,l,Secret,w,1-2-20,Inferno,Europe Minor Open Qualifier 1 - ESL One Rio 2020
Complexity,w,Apologis,l,1-2-20,Dust2,Europe Minor Open Qualifier 1 - ESL One Rio 2020
AVEZ,l,Dignitas,w,1-2-20,Nuke,Europe Minor Open Qualifier 1 - ESL One Rio 2020
FATE,l,BIG,w,31-1-20,Inferno,Europe Minor Open Qualifier 1 - ESL One Rio 2020
SJ,l,AGO,w,31-1-20,Dust2,Europe Minor Open Qualifier 1 - ESL One Rio 2020
GamerLegion,w,Apeks,l,31-1-20,Nuke,Europe Minor Open Qualifier 1 - ESL One Rio 2020
MIBR,l,Liquid,w,31-1-20,Inferno,BLAST Premier Spring Series 2020
MIBR,l,Liquid,w,31-1-20,Inferno,BLAST Premier Spring Series 2020
NiP,l,FaZe,w,31-1-20,Mirage,BLAST Premier Spring Series 2020
NiP,l,FaZe,w,31-1-20,Mirage,BLAST Premier Spring Series 2020
Espada,l,Gambit Youngsters,w,31-1-20,Dust2,Great Universe Cup
Espada,w,Gambit Youngsters,l,31-1-20,Dust2,Great Universe Cup
Espada,l,Gambit Youngsters,w,31-1-20,Dust2,Great Universe Cup
DreamEaters,l,Copenhagen Flames,w,30-1-20,Overpass,LEGENDS.BET L33T Cup
DreamEaters,l,Copenhagen Flames,w,30-1-20,Overpass,LEGENDS.BET L33T Cup
NAVI Junior,w,Skin Ogres,l,30-1-20,Inferno,LEGENDS.BET L33T Cup
NAVI Junior,l,Skin Ogres,w,30-1-20,Inferno,LEGENDS.BET L33T Cup
NAVI Junior,w,Skin Ogres,l,30-1-20,Inferno,LEGENDS.BET L33T Cup
MC,w,Airborne,l,30-1-20,Inferno,ESEA MDL Season 33 Australia
ex-Genuine,w,MC,l,30-1-20,Inferno,ESEA MDL Season 33 Australia
Esper,l,Airborne,w,30-1-20,Overpass,ESEA MDL Season 33 Australia
Sprout,l,Copenhagen Flames,w,29-1-20,Inferno,United Masters League Season 2
Sprout,w,Copenhagen Flames,l,29-1-20,Inferno,United Masters League Season 2
Sprout,l,Copenhagen Flames,w,29-1-20,Inferno,United Masters League Season 2
Skin Ogres,l,Wisla Krakow,w,29-1-20,Inferno,LEGENDS.BET L33T Cup
Skin Ogres,l,Wisla Krakow,w,29-1-20,Inferno,LEGENDS.BET L33T Cup
Espada,w,Hard Legion,l,29-1-20,Mirage,Great Universe Cup
Espada,w,Hard Legion,l,29-1-20,Mirage,Great Universe Cup
Incept,l,Airborne,w,29-1-20,Inferno,ESEA MDL Season 33 Australia
madlikewizards,l,PC419,w,29-1-20,Mirage,ESEA MDL Season 33 Australia
MC,w,Paradox,l,29-1-20,Dust2,ESEA MDL Season 33 Australia
MC,l,Skyfire,w,29-1-20,Mirage,ESEA MDL Season 33 Australia
Esper,l,ROCK CANDY,w,29-1-20,Mirage,ESEA MDL Season 33 Australia
Formidable,l,ex-Genuine,w,29-1-20,Train,ESEA MDL Season 33 Australia
GamerLegion,w,HAVU,l,28-1-20,Nuke,CMD368 Championship
GamerLegion,w,HAVU,l,28-1-20,Nuke,CMD368 Championship
GamerLegion,l,HAVU,w,28-1-20,Nuke,CMD368 Championship
Espada,w,Akatsuki,l,28-1-20,Overpass,Great Universe Cup
Espada,w,Akatsuki,l,28-1-20,Overpass,Great Universe Cup
HAVU,w,NAVI Junior,l,28-1-20,Mirage,CMD368 Championship
HAVU,l,NAVI Junior,w,28-1-20,Mirage,CMD368 Championship
HAVU,w,NAVI Junior,l,28-1-20,Mirage,CMD368 Championship
ORDER,w,Incept,l,28-1-20,Mirage,ESEA MDL Season 33 Australia
Formidable,l,MC,w,28-1-20,Inferno,ESEA MDL Season 33 Australia
Paradox,w,TRIDENT,l,28-1-20,Dust2,ESEA MDL Season 33 Australia
Gambit Youngsters,w,EXTREMUM,l,27-1-20,Inferno,Great Universe Cup
Gambit Youngsters,w,EXTREMUM,l,27-1-20,Inferno,Great Universe Cup
Skin Ogres,w,DreamEaters,l,27-1-20,Dust2,LEGENDS.BET L33T Cup
Skin Ogres,w,DreamEaters,l,27-1-20,Dust2,LEGENDS.BET L33T Cup
Airborne,l,ORDER,w,27-1-20,Inferno,ESEA MDL Season 33 Australia
Renegades,l,BIG,w,26-1-20,Dust2,DreamHack Open Leipzig 2020
Renegades,l,BIG,w,26-1-20,Dust2,DreamHack Open Leipzig 2020
Zorka,w,97club,l,26-1-20,Overpass,META '20 Winter
Zorka,l,97club,w,26-1-20,Overpass,META '20 Winter
Zorka,w,97club,l,26-1-20,Overpass,META '20 Winter
NAVI Junior,w,Tricked,l,26-1-20,Vertigo,CMD368 Championship
NAVI Junior,w,Tricked,l,26-1-20,Train,CMD368 Championship
EXTREMUM,w,DreamEaters,l,26-1-20,Inferno,Great Universe Cup
EXTREMUM,l,DreamEaters,w,26-1-20,Inferno,Great Universe Cup
EXTREMUM,w,DreamEaters,l,26-1-20,Inferno,Great Universe Cup
Heroic,l,BIG,w,26-1-20,Inferno,DreamHack Open Leipzig 2020
Heroic,l,BIG,w,26-1-20,Inferno,DreamHack Open Leipzig 2020
HAVU,l,GamerLegion,w,26-1-20,Mirage,CMD368 Championship
HAVU,l,GamerLegion,w,26-1-20,Mirage,CMD368 Championship
Renegades,w,MAD Lions,l,26-1-20,Nuke,DreamHack Open Leipzig 2020
Renegades,l,MAD Lions,w,26-1-20,Nuke,DreamHack Open Leipzig 2020
Renegades,w,MAD Lions,l,26-1-20,Nuke,DreamHack Open Leipzig 2020
AGF,l,Copenhagen Flames,w,26-1-20,Inferno,Coolshop GGW Open 2020
AGF,l,Copenhagen Flames,w,26-1-20,Inferno,Coolshop GGW Open 2020
AGF,w,Sigma,l,25-1-20,Overpass,Coolshop GGW Open 2020
Lyngby Vikings,l,Sigma,w,25-1-20,Inferno,Coolshop GGW Open 2020
Heroic,w,North,l,25-1-20,Train,DreamHack Open Leipzig 2020
Heroic,w,North,l,25-1-20,Train,DreamHack Open Leipzig 2020
Heroic,l,North,w,25-1-20,Train,DreamHack Open Leipzig 2020
Copenhagen Flames,w,AGF,l,25-1-20,Overpass,Coolshop GGW Open 2020
Copenhagen Flames,l,AGF,w,25-1-20,Overpass,Coolshop GGW Open 2020
Copenhagen Flames,w,AGF,l,25-1-20,Overpass,Coolshop GGW Open 2020
Divine Vendetta,l,Yalla,w,25-1-20,Inferno,Millenium Clutch Series 2020
Divine Vendetta,l,Yalla,w,25-1-20,Inferno,Millenium Clutch Series 2020
Cloud9,l,Renegades,w,25-1-20,Dust2,DreamHack Open Leipzig 2020
Cloud9,l,Renegades,w,25-1-20,Dust2,DreamHack Open Leipzig 2020
Sprout,l,Heroic,w,25-1-20,Nuke,DreamHack Open Leipzig 2020
Sprout,l,Heroic,w,25-1-20,Nuke,DreamHack Open Leipzig 2020
Gambit Youngsters,w,Akatsuki,l,25-1-20,Inferno,Great Universe Cup
Gambit Youngsters,w,Akatsuki,l,25-1-20,Inferno,Great Universe Cup
Gambit Youngsters,l,Akatsuki,w,25-1-20,Inferno,Great Universe Cup
NAVI Junior,l,GamerLegion,w,25-1-20,Dust2,CMD368 Championship
NAVI Junior,l,GamerLegion,w,25-1-20,Dust2,CMD368 Championship
Cloud9,w,Virtus.pro,l,25-1-20,Dust2,DreamHack Open Leipzig 2020
Cloud9,w,Virtus.pro,l,25-1-20,Dust2,DreamHack Open Leipzig 2020
INTZ,w,Swole Patrol,l,25-1-20,Overpass,WINNERS League Season 3 North America
INTZ,w,Swole Patrol,l,25-1-20,Overpass,WINNERS League Season 3 North America
North,l,MAD Lions,w,24-1-20,Mirage,DreamHack Open Leipzig 2020
Renegades,l,BIG,w,24-1-20,Nuke,DreamHack Open Leipzig 2020
Nemiga,l,Espada,w,24-1-20,Overpass,WINNERS League Season 3 Europe
Nemiga,l,Espada,w,24-1-20,Overpass,WINNERS League Season 3 Europe
AUGUST,l,NAVI Junior,w,24-1-20,Mirage,CMD368 Championship
AUGUST,l,NAVI Junior,w,24-1-20,Mirage,CMD368 Championship
Heroic,l,MAD Lions,w,24-1-20,Dust2,DreamHack Open Leipzig 2020
Renegades,w,Cloud9,l,24-1-20,Overpass,DreamHack Open Leipzig 2020
Sprout,l,North,w,24-1-20,Dust2,DreamHack Open Leipzig 2020
SMASH,l,NAVI Junior,w,24-1-20,Overpass,CMD368 Championship
SMASH,l,NAVI Junior,w,24-1-20,Overpass,CMD368 Championship
SMASH,w,NAVI Junior,l,24-1-20,Overpass,CMD368 Championship
Virtus.pro,l,BIG,w,24-1-20,Inferno,DreamHack Open Leipzig 2020
INTZ,w,Riot Squad,l,24-1-20,Inferno,WINNERS League Season 3 North America
Riot Squad,l,INTZ,w,24-1-20,Mirage,WINNERS League Season 3 North America
forZe,l,Copenhagen Flames,w,23-1-20,Nuke,United Masters League Season 2
forZe,l,Copenhagen Flames,w,23-1-20,Nuke,United Masters League Season 2
forZe,w,Copenhagen Flames,l,23-1-20,Nuke,United Masters League Season 2
Tricked,w,SKADE,l,23-1-20,Nuke,CMD368 Championship
Tricked,w,SKADE,l,23-1-20,Nuke,CMD368 Championship
DreamEaters,l,Wisla Krakow,w,23-1-20,Inferno,LEGENDS.BET L33T Cup
DreamEaters,w,Wisla Krakow,l,23-1-20,Inferno,LEGENDS.BET L33T Cup
DreamEaters,l,Wisla Krakow,w,23-1-20,Inferno,LEGENDS.BET L33T Cup
AUGUST,l,HAVU,w,23-1-20,Train,CMD368 Championship
AUGUST,w,HAVU,l,23-1-20,Train,CMD368 Championship
AUGUST,l,HAVU,w,23-1-20,Train,CMD368 Championship
ROCK CANDY,l,ex-Bizarre,w,23-1-20,Mirage,ESEA MDL Season 33 Australia
ex-Genuine,l,TRIDENT,w,23-1-20,Mirage,ESEA MDL Season 33 Australia
Formidable,l,ROCK CANDY,w,23-1-20,Overpass,ESEA MDL Season 33 Australia
FURY,w,Airborne,l,23-1-20,Inferno,ESEA MDL Season 33 Australia
Swole Patrol,w,Singularity,l,23-1-20,Mirage,WINNERS League Season 3 North America
Swole Patrol,w,Singularity,l,23-1-20,Mirage,WINNERS League Season 3 North America
Swole Patrol,l,Singularity,w,23-1-20,Mirage,WINNERS League Season 3 North America
HellRaisers,w,Axis,l,22-1-20,Dust2,LEGENDS.BET L33T Cup
HellRaisers,w,Axis,l,22-1-20,Dust2,LEGENDS.BET L33T Cup
Tricked,l,GamerLegion,w,22-1-20,Inferno,CMD368 Championship
Tricked,l,GamerLegion,w,22-1-20,Inferno,CMD368 Championship
Tricked,w,GamerLegion,l,22-1-20,Inferno,CMD368 Championship
KOVA,l,Espada,w,22-1-20,Overpass,WINNERS League Season 3 Europe
KOVA,w,Espada,l,22-1-20,Overpass,WINNERS League Season 3 Europe
KOVA,l,Espada,w,22-1-20,Overpass,WINNERS League Season 3 Europe
EXTREMUM,l,Hard Legion,w,22-1-20,Dust2,Great Universe Cup
EXTREMUM,l,Hard Legion,w,22-1-20,Dust2,Great Universe Cup
EXTREMUM,w,Hard Legion,l,22-1-20,Dust2,Great Universe Cup
Sprout,w,HAVU,l,22-1-20,Dust2,United Masters League Season 2
Sprout,l,HAVU,w,22-1-20,Dust2,United Masters League Season 2
Sprout,w,HAVU,l,22-1-20,Dust2,United Masters League Season 2
Nemiga,w,SKADE,l,22-1-20,Mirage,WINNERS League Season 3 Europe
Nemiga,w,SKADE,l,22-1-20,Mirage,WINNERS League Season 3 Europe
AUGUST,w,NAVI Junior,l,22-1-20,Mirage,CMD368 Championship
AUGUST,w,NAVI Junior,l,22-1-20,Mirage,CMD368 Championship
AUGUST,l,NAVI Junior,w,22-1-20,Mirage,CMD368 Championship
Axis,w,Copenhagen Flames,l,22-1-20,Nuke,LEGENDS.BET L33T Cup
Axis,w,Copenhagen Flames,l,22-1-20,Nuke,LEGENDS.BET L33T Cup
ALTERNATE aTTaX,l,SKADE,w,22-1-20,Inferno,CMD368 Championship
ALTERNATE aTTaX,l,SKADE,w,22-1-20,Inferno,CMD368 Championship
Ground Zero,w,Incept,l,22-1-20,Inferno,ESEA MDL Season 33 Australia
Formidable,l,madlikewizards,w,22-1-20,Inferno,ESEA MDL Season 33 Australia
Maple,l,HZ,w,22-1-20,Mirage,WX Invitational Winter 2020
Maple,l,HZ,w,22-1-20,Mirage,WX Invitational Winter 2020
madlikewizards,w,Paradox,l,22-1-20,Mirage,ESEA MDL Season 33 Australia
PC419,w,FURY,l,22-1-20,Dust2,ESEA MDL Season 33 Australia
Ground Zero,w,Esper,l,22-1-20,Mirage,ESEA MDL Season 33 Australia
Esper,l,ex-Genuine,w,22-1-20,Mirage,ESEA MDL Season 33 Australia
HZ,w,Hard4U,l,22-1-20,Mirage,WX Invitational Winter 2020
HZ,w,Hard4U,l,22-1-20,Mirage,WX Invitational Winter 2020
Maple,w,Hard4U,l,22-1-20,Inferno,WX Invitational Winter 2020
Maple,w,Hard4U,l,22-1-20,Inferno,WX Invitational Winter 2020
Apeks,l,KOVA,w,21-1-20,Nuke,WINNERS League Season 3 Europe
Apeks,l,KOVA,w,21-1-20,Nuke,WINNERS League Season 3 Europe
HellRaisers,w,Copenhagen Flames,l,21-1-20,Overpass,LEGENDS.BET L33T Cup
HellRaisers,w,Copenhagen Flames,l,21-1-20,Overpass,LEGENDS.BET L33T Cup
SMASH,l,HAVU,w,21-1-20,Dust2,CMD368 Championship
SMASH,l,HAVU,w,21-1-20,Dust2,CMD368 Championship
SMASH,w,HAVU,l,21-1-20,Dust2,CMD368 Championship
"[""spraynpray""",l,Espada,w,21-1-20,Train,Great Universe Cup
"[""spraynpray""",l,Espada,w,21-1-20,Train,Great Universe Cup
GamerLegion,w,ALTERNATE aTTaX,l,21-1-20,Train,CMD368 Championship
GamerLegion,w,ALTERNATE aTTaX,l,21-1-20,Train,CMD368 Championship
NAVI Junior,l,Axis,w,21-1-20,Dust2,LEGENDS.BET L33T Cup
NAVI Junior,w,Axis,l,21-1-20,Dust2,LEGENDS.BET L33T Cup
NAVI Junior,l,Axis,w,21-1-20,Dust2,LEGENDS.BET L33T Cup
Se7en,l,HZ,w,21-1-20,Dust2,WX Invitational Winter 2020
Se7en,w,HZ,l,21-1-20,Dust2,WX Invitational Winter 2020
Se7en,l,HZ,w,21-1-20,Dust2,WX Invitational Winter 2020
Tricked,w,SKADE,l,21-1-20,Train,CMD368 Championship
Tricked,w,SKADE,l,21-1-20,Train,CMD368 Championship
Tricked,l,SKADE,w,21-1-20,Train,CMD368 Championship
