Team1,Team1_Status,Team2,Team2_Status,Date,Map,Event
TRIDENT,l,ex-Bizarre,w,21-1-20,Mirage,ESEA MDL Season 33 Australia
Hard4U,w,HZ,l,21-1-20,Dust2,WX Invitational Winter 2020
Hard4U,w,HZ,l,21-1-20,Dust2,WX Invitational Winter 2020
Se7en,l,Maple,w,21-1-20,Mirage,WX Invitational Winter 2020
Se7en,l,Maple,w,21-1-20,Mirage,WX Invitational Winter 2020
Se7en,w,Maple,l,21-1-20,Mirage,WX Invitational Winter 2020
Chaos,l,Singularity,w,21-1-20,Overpass,WINNERS League Season 3 North America
Chaos,l,Singularity,w,21-1-20,Overpass,WINNERS League Season 3 North America
Hard Legion,l,forZe,w,20-1-20,Train,United Masters League Season 2
Hard Legion,l,forZe,w,20-1-20,Train,United Masters League Season 2
ORDER,w,Paradox,l,20-1-20,Dust2,ESEA MDL Season 33 Australia
ORDER,w,FURY,l,20-1-20,Inferno,ESEA MDL Season 33 Australia
Lucid Dream,l,HZ,w,20-1-20,Mirage,WX Invitational Winter 2020
Lucid Dream,w,HZ,l,20-1-20,Mirage,WX Invitational Winter 2020
Lucid Dream,l,HZ,w,20-1-20,Mirage,WX Invitational Winter 2020
Se7en,w,Absolute,l,20-1-20,Mirage,WX Invitational Winter 2020
Se7en,w,Absolute,l,20-1-20,Mirage,WX Invitational Winter 2020
Se7en,l,Absolute,w,20-1-20,Mirage,WX Invitational Winter 2020
Infinity,l,Supremacy,w,20-1-20,Train,WESG 2019 LATAM North
Infinity,l,Supremacy,w,20-1-20,Train,WESG 2019 LATAM North
FreeStyle,l,Infinity,w,20-1-20,Inferno,WESG 2019 LATAM North
FreeStyle,l,Infinity,w,20-1-20,Inferno,WESG 2019 LATAM North
RSC19,w,Jokers,l,19-1-20,Inferno,WESG 2019 Mexico
RSC19,w,Jokers,l,19-1-20,Inferno,WESG 2019 Mexico
Supremacy,w,Incubus,l,19-1-20,Mirage,WESG 2019 LATAM North
Supremacy,w,Incubus,l,19-1-20,Mirage,WESG 2019 LATAM North
Complexity,w,eUnited,l,19-1-20,Overpass,DreamHack Open Anaheim 2020 North America Closed Qualifier
Complexity,w,eUnited,l,19-1-20,Overpass,DreamHack Open Anaheim 2020 North America Closed Qualifier
Riot Squad,l,Gen.G,w,19-1-20,Train,DreamHack Open Anaheim 2020 North America Closed Qualifier
Riot Squad,l,Gen.G,w,19-1-20,Train,DreamHack Open Anaheim 2020 North America Closed Qualifier
forZe,w,Heroic,l,19-1-20,Nuke,DreamHack Open Anaheim 2020 Europe Closed Qualifier
forZe,w,Heroic,l,19-1-20,Nuke,DreamHack Open Anaheim 2020 Europe Closed Qualifier
Complexity,w,INTZ,l,19-1-20,Mirage,DreamHack Open Anaheim 2020 North America Closed Qualifier
Complexity,l,INTZ,w,19-1-20,Mirage,DreamHack Open Anaheim 2020 North America Closed Qualifier
Complexity,w,INTZ,l,19-1-20,Mirage,DreamHack Open Anaheim 2020 North America Closed Qualifier
Riot Squad,w,Singularity,l,19-1-20,Inferno,DreamHack Open Anaheim 2020 North America Closed Qualifier
Riot Squad,l,Singularity,w,19-1-20,Inferno,DreamHack Open Anaheim 2020 North America Closed Qualifier
Riot Squad,w,Singularity,l,19-1-20,Inferno,DreamHack Open Anaheim 2020 North America Closed Qualifier
Gen.G,w,Chaos,l,19-1-20,Inferno,DreamHack Open Anaheim 2020 North America Closed Qualifier
Gen.G,l,Chaos,w,19-1-20,Inferno,DreamHack Open Anaheim 2020 North America Closed Qualifier
Gen.G,w,Chaos,l,19-1-20,Inferno,DreamHack Open Anaheim 2020 North America Closed Qualifier
Triumph,l,eUnited,w,19-1-20,Overpass,DreamHack Open Anaheim 2020 North America Closed Qualifier
Triumph,l,eUnited,w,19-1-20,Overpass,DreamHack Open Anaheim 2020 North America Closed Qualifier
Cerberus,l,lapw,w,19-1-20,Mirage,Cyber Tiger Big
Cerberus,l,lapw,w,19-1-20,Mirage,Cyber Tiger Big
Espada,w,BIG Academy,l,19-1-20,Inferno,WINNERS League Season 3 Europe
Espada,w,BIG Academy,l,19-1-20,Inferno,WINNERS League Season 3 Europe
Espada,l,BIG Academy,w,19-1-20,Inferno,WINNERS League Season 3 Europe
CR4ZY,l,forZe,w,19-1-20,Inferno,DreamHack Open Anaheim 2020 Europe Closed Qualifier
CR4ZY,l,forZe,w,19-1-20,Inferno,DreamHack Open Anaheim 2020 Europe Closed Qualifier
GODSENT,l,Heroic,w,19-1-20,Overpass,DreamHack Open Anaheim 2020 Europe Closed Qualifier
GODSENT,l,Heroic,w,19-1-20,Overpass,DreamHack Open Anaheim 2020 Europe Closed Qualifier
GODSENT,w,Heroic,l,19-1-20,Overpass,DreamHack Open Anaheim 2020 Europe Closed Qualifier
Absolute,l,Hard4U,w,19-1-20,Overpass,WX Invitational Winter 2020
Absolute,l,Hard4U,w,19-1-20,Overpass,WX Invitational Winter 2020
SKADE,l,CR4ZY,w,19-1-20,Nuke,DreamHack Open Anaheim 2020 Europe Closed Qualifier
SKADE,l,CR4ZY,w,19-1-20,Nuke,DreamHack Open Anaheim 2020 Europe Closed Qualifier
SKADE,w,CR4ZY,l,19-1-20,Nuke,DreamHack Open Anaheim 2020 Europe Closed Qualifier
Winstrike,l,forZe,w,19-1-20,Train,DreamHack Open Anaheim 2020 Europe Closed Qualifier
Winstrike,w,forZe,l,19-1-20,Train,DreamHack Open Anaheim 2020 Europe Closed Qualifier
Winstrike,l,forZe,w,19-1-20,Train,DreamHack Open Anaheim 2020 Europe Closed Qualifier
HAVU,l,GODSENT,w,19-1-20,Inferno,DreamHack Open Anaheim 2020 Europe Closed Qualifier
HAVU,l,GODSENT,w,19-1-20,Inferno,DreamHack Open Anaheim 2020 Europe Closed Qualifier
AVEZ,l,Heroic,w,19-1-20,Overpass,DreamHack Open Anaheim 2020 Europe Closed Qualifier
AVEZ,l,Heroic,w,19-1-20,Overpass,DreamHack Open Anaheim 2020 Europe Closed Qualifier
Se7en,w,Astro,l,19-1-20,Dust2,WX Invitational Winter 2020
Se7en,w,Astro,l,19-1-20,Dust2,WX Invitational Winter 2020
ex-Bizarre,w,Formidable,l,19-1-20,Overpass,ESEA MDL Season 33 Australia
Lucid Dream,l,Maple,w,19-1-20,Train,WX Invitational Winter 2020
Lucid Dream,l,Maple,w,19-1-20,Train,WX Invitational Winter 2020
HZ,w,Bren,l,19-1-20,Train,WX Invitational Winter 2020
HZ,w,Bren,l,19-1-20,Train,WX Invitational Winter 2020
Cephei,l,RSC19,w,19-1-20,Dust2,WESG 2019 Mexico
Cephei,l,RSC19,w,19-1-20,Dust2,WESG 2019 Mexico
Agarthas,l,Jokers,w,19-1-20,Inferno,WESG 2019 Mexico
Agarthas,l,Jokers,w,19-1-20,Inferno,WESG 2019 Mexico
INTZ,w,Triumph,l,19-1-20,Dust2,WINNERS League Season 3 North America
INTZ,w,Triumph,l,19-1-20,Dust2,WINNERS League Season 3 North America
Chaos,w,New England Whalers,l,18-1-20,Nuke,DreamHack Open Anaheim 2020 North America Open Qualifier
Chaos,l,New England Whalers,w,18-1-20,Nuke,DreamHack Open Anaheim 2020 North America Open Qualifier
Chaos,w,New England Whalers,l,18-1-20,Nuke,DreamHack Open Anaheim 2020 North America Open Qualifier
Just For Fun,l,Triumph,w,18-1-20,Nuke,DreamHack Open Anaheim 2020 North America Open Qualifier
Just For Fun,l,Triumph,w,18-1-20,Nuke,DreamHack Open Anaheim 2020 North America Open Qualifier
Saskatoon Warriors,l,Riot Squad,w,18-1-20,Dust2,DreamHack Open Anaheim 2020 North America Open Qualifier
Saskatoon Warriors,l,Riot Squad,w,18-1-20,Dust2,DreamHack Open Anaheim 2020 North America Open Qualifier
INTZ,w,Oceanus,l,18-1-20,Vertigo,DreamHack Open Anaheim 2020 North America Open Qualifier
INTZ,w,Oceanus,l,18-1-20,Vertigo,DreamHack Open Anaheim 2020 North America Open Qualifier
Nemiga,w,Budapest Five,l,18-1-20,Dust2,WINNERS League Season 3 Europe
Nemiga,w,Budapest Five,l,18-1-20,Dust2,WINNERS League Season 3 Europe
Nemiga,l,Budapest Five,w,18-1-20,Dust2,WINNERS League Season 3 Europe
Hard4U,w,Astro,l,18-1-20,Dust2,WX Invitational Winter 2020
Hard4U,w,Astro,l,18-1-20,Dust2,WX Invitational Winter 2020
Winstrike,w,pro100,l,18-1-20,Train,DreamHack Open Anaheim 2020 Europe Open Qualifier
Winstrike,w,pro100,l,18-1-20,Train,DreamHack Open Anaheim 2020 Europe Open Qualifier
Absolute,w,Se7en,l,18-1-20,Train,WX Invitational Winter 2020
Absolute,w,Se7en,l,18-1-20,Train,WX Invitational Winter 2020
BIG,l,AVEZ,w,18-1-20,Nuke,DreamHack Open Anaheim 2020 Europe Open Qualifier
BIG,l,AVEZ,w,18-1-20,Nuke,DreamHack Open Anaheim 2020 Europe Open Qualifier
BIG,w,AVEZ,l,18-1-20,Nuke,DreamHack Open Anaheim 2020 Europe Open Qualifier
HAVU,w,Spirit,l,18-1-20,Dust2,DreamHack Open Anaheim 2020 Europe Open Qualifier
HAVU,w,Spirit,l,18-1-20,Dust2,DreamHack Open Anaheim 2020 Europe Open Qualifier
HAVU,l,Spirit,w,18-1-20,Dust2,DreamHack Open Anaheim 2020 Europe Open Qualifier
SKADE,w,cisbots,l,18-1-20,Mirage,DreamHack Open Anaheim 2020 Europe Open Qualifier
SKADE,w,cisbots,l,18-1-20,Mirage,DreamHack Open Anaheim 2020 Europe Open Qualifier
AVEZ,w,Movistar Riders,l,18-1-20,Nuke,DreamHack Open Anaheim 2020 Europe Open Qualifier
Winstrike,w,Illuminar,l,18-1-20,Overpass,DreamHack Open Anaheim 2020 Europe Open Qualifier
Gambit Youngsters,l,SKADE,w,18-1-20,Train,DreamHack Open Anaheim 2020 Europe Open Qualifier
S2V,l,Spirit,w,18-1-20,Nuke,DreamHack Open Anaheim 2020 Europe Open Qualifier
x6tence,l,BIG,w,18-1-20,Inferno,DreamHack Open Anaheim 2020 Europe Open Qualifier
Bren,l,Maple,w,18-1-20,Train,WX Invitational Winter 2020
Bren,w,Maple,l,18-1-20,Train,WX Invitational Winter 2020
Bren,l,Maple,w,18-1-20,Train,WX Invitational Winter 2020
HZ,l,Lucid Dream,w,18-1-20,Nuke,WX Invitational Winter 2020
HZ,l,Lucid Dream,w,18-1-20,Nuke,WX Invitational Winter 2020
HZ,w,Lucid Dream,l,18-1-20,Nuke,WX Invitational Winter 2020
MELBET,l,HAVU,w,18-1-20,Nuke,DreamHack Open Anaheim 2020 Europe Open Qualifier
Syman,l,cisbots,w,17-1-20,Mirage,DreamHack Open Anaheim 2020 Europe Open Qualifier
Akatsuki,w,Espada,l,17-1-20,Dust2,Great Universe Cup
Akatsuki,w,Espada,l,17-1-20,Dust2,Great Universe Cup
Nemiga,l,Skin Ogres,w,17-1-20,Dust2,LEGENDS.BET L33T Cup
Nemiga,l,Skin Ogres,w,17-1-20,Dust2,LEGENDS.BET L33T Cup
Nemiga,w,Skin Ogres,l,17-1-20,Dust2,LEGENDS.BET L33T Cup
Swole Patrol,w,Station7,l,17-1-20,Dust2,WINNERS League Season 3 North America
Swole Patrol,w,Station7,l,17-1-20,Dust2,WINNERS League Season 3 North America
Mythic,l,Riot Squad,w,17-1-20,Inferno,WINNERS League Season 3 North America
Mythic,l,Riot Squad,w,17-1-20,Inferno,WINNERS League Season 3 North America
"[""eLquvet""",l,DreamEaters,w,16-1-20,Dust2,Great Universe Cup
"[""eLquvet""",l,DreamEaters,w,16-1-20,Dust2,Great Universe Cup
"[""eLquvet""",w,DreamEaters,l,16-1-20,Dust2,Great Universe Cup
Wisla Krakow,w,Nemiga,l,16-1-20,Inferno,LEGENDS.BET L33T Cup
Wisla Krakow,w,Nemiga,l,16-1-20,Inferno,LEGENDS.BET L33T Cup
SKADE,w,MeAndTheBoys,l,16-1-20,Train,WINNERS League Season 3 Europe
SKADE,l,MeAndTheBoys,w,16-1-20,Train,WINNERS League Season 3 Europe
SKADE,w,MeAndTheBoys,l,16-1-20,Train,WINNERS League Season 3 Europe
Gambit Youngsters,w,"""spraynpray""",l,16-1-20,Mirage,Great Universe Cup
Gambit Youngsters,w,"""spraynpray""",l,16-1-20,Mirage,Great Universe Cup
DreamEaters,w,Skin Ogres,l,16-1-20,Dust2,LEGENDS.BET L33T Cup
DreamEaters,w,Skin Ogres,l,16-1-20,Dust2,LEGENDS.BET L33T Cup
Armory,l,Astro,w,16-1-20,Overpass,WX Invitational Winter 2020 - Thailand Qualifier
Armory,w,Astro,l,16-1-20,Overpass,WX Invitational Winter 2020 - Thailand Qualifier
Armory,l,Astro,w,16-1-20,Overpass,WX Invitational Winter 2020 - Thailand Qualifier
PC419,l,TRIDENT,w,16-1-20,Mirage,ESEA MDL Season 33 Australia
MC,w,Incept,l,16-1-20,Dust2,ESEA MDL Season 33 Australia
Formidable,w,FURY,l,16-1-20,Inferno,ESEA MDL Season 33 Australia
Renegades,w,ex-Genuine,l,16-1-20,Inferno,IEM Katowice 2020 Oceania Closed Qualifier
Renegades,w,ex-Genuine,l,16-1-20,Inferno,IEM Katowice 2020 Oceania Closed Qualifier
Renegades,l,ex-Genuine,w,16-1-20,Inferno,IEM Katowice 2020 Oceania Closed Qualifier
Astro,l,Maple,w,16-1-20,Overpass,WX Invitational Winter 2020 - Thailand Qualifier
Astro,w,Maple,l,16-1-20,Overpass,WX Invitational Winter 2020 - Thailand Qualifier
Astro,l,Maple,w,16-1-20,Overpass,WX Invitational Winter 2020 - Thailand Qualifier
ORDER,l,ex-Genuine,w,16-1-20,Nuke,IEM Katowice 2020 Oceania Closed Qualifier
ORDER,l,ex-Genuine,w,16-1-20,Nuke,IEM Katowice 2020 Oceania Closed Qualifier
ORDER,w,ex-Genuine,l,16-1-20,Nuke,IEM Katowice 2020 Oceania Closed Qualifier
Armory,l,Alpha Red,w,16-1-20,Inferno,WX Invitational Winter 2020 - Thailand Qualifier
Armory,l,Alpha Red,w,16-1-20,Inferno,WX Invitational Winter 2020 - Thailand Qualifier
Rap Gang,l,Singularity,w,16-1-20,Inferno,WINNERS League Season 3 North America
Rap Gang,l,Singularity,w,16-1-20,Inferno,WINNERS League Season 3 North America
No Problem!,l,Apeks,w,15-1-20,Mirage,WINNERS League Season 3 Europe
No Problem!,l,Apeks,w,15-1-20,Mirage,WINNERS League Season 3 Europe
"[""eLquvet""",l,Hard Legion,w,15-1-20,Dust2,Great Universe Cup
"[""eLquvet""",l,Hard Legion,w,15-1-20,Dust2,Great Universe Cup
Avengers,l,Budapest Five,w,15-1-20,Train,WINNERS League Season 3 Europe
Avengers,w,Budapest Five,l,15-1-20,Train,WINNERS League Season 3 Europe
Avengers,l,Budapest Five,w,15-1-20,Train,WINNERS League Season 3 Europe
Illuminar,l,HAVU,w,15-1-20,Nuke,United Masters League Season 2
Illuminar,l,HAVU,w,15-1-20,Nuke,United Masters League Season 2
Illuminar,w,HAVU,l,15-1-20,Nuke,United Masters League Season 2
EXTREMUM,w,DreamEaters,l,15-1-20,Train,Great Universe Cup
EXTREMUM,w,DreamEaters,l,15-1-20,Train,Great Universe Cup
Axis,l,HellRaisers,w,15-1-20,Overpass,LEGENDS.BET L33T Cup
Axis,l,HellRaisers,w,15-1-20,Overpass,LEGENDS.BET L33T Cup
Renegades,w,ROCK CANDY,l,15-1-20,Overpass,ESEA MDL Season 33 Australia
AVANT,l,ex-Genuine,w,15-1-20,Inferno,IEM Katowice 2020 Oceania Closed Qualifier
AVANT,w,ex-Genuine,l,15-1-20,Inferno,IEM Katowice 2020 Oceania Closed Qualifier
AVANT,l,ex-Genuine,w,15-1-20,Inferno,IEM Katowice 2020 Oceania Closed Qualifier
madlikewizards,w,ROCK CANDY,l,15-1-20,Mirage,ESEA MDL Season 33 Australia
madlikewizards,w,Esper,l,15-1-20,Mirage,ESEA MDL Season 33 Australia
AVANT,w,Airborne,l,15-1-20,Mirage,IEM Katowice 2020 Oceania Closed Qualifier
AVANT,w,Airborne,l,15-1-20,Mirage,IEM Katowice 2020 Oceania Closed Qualifier
AVANT,l,Airborne,w,15-1-20,Mirage,IEM Katowice 2020 Oceania Closed Qualifier
ex-Genuine,w,Paradox,l,15-1-20,Train,IEM Katowice 2020 Oceania Closed Qualifier
ex-Genuine,w,Paradox,l,15-1-20,Train,IEM Katowice 2020 Oceania Closed Qualifier
ex-Genuine,l,Paradox,w,15-1-20,Train,IEM Katowice 2020 Oceania Closed Qualifier
ORDER,l,Renegades,w,15-1-20,Nuke,IEM Katowice 2020 Oceania Closed Qualifier
ORDER,l,Renegades,w,15-1-20,Nuke,IEM Katowice 2020 Oceania Closed Qualifier
INTZ,w,Divine,l,15-1-20,Overpass,WINNERS League Season 3 North America
INTZ,w,Divine,l,15-1-20,Overpass,WINNERS League Season 3 North America
ex-iNTACT,l,Swole Patrol,w,15-1-20,Mirage,WINNERS League Season 3 North America
ex-iNTACT,l,Swole Patrol,w,15-1-20,Mirage,WINNERS League Season 3 North America
ex-iNTACT,w,Swole Patrol,l,15-1-20,Mirage,WINNERS League Season 3 North America
Triumph,w,7Sins,l,15-1-20,Mirage,WINNERS League Season 3 North America
Triumph,w,7Sins,l,15-1-20,Mirage,WINNERS League Season 3 North America
New England Whalers,l,Chaos,w,15-1-20,Dust2,WINNERS League Season 3 North America
New England Whalers,l,Chaos,w,15-1-20,Dust2,WINNERS League Season 3 North America
Nexus,l,SKADE,w,14-1-20,Inferno,WINNERS League Season 3 Europe
Nexus,w,SKADE,l,14-1-20,Inferno,WINNERS League Season 3 Europe
Nexus,l,SKADE,w,14-1-20,Inferno,WINNERS League Season 3 Europe
KOVA,w,Juggernauts,l,14-1-20,Mirage,WINNERS League Season 3 Europe
KOVA,w,Juggernauts,l,14-1-20,Mirage,WINNERS League Season 3 Europe
Copenhagen Flames,w,NAVI Junior,l,14-1-20,Mirage,LEGENDS.BET L33T Cup
Copenhagen Flames,w,NAVI Junior,l,14-1-20,Mirage,LEGENDS.BET L33T Cup
Espada,w,OFFSET,l,14-1-20,Inferno,WINNERS League Season 3 Europe
Espada,w,OFFSET,l,14-1-20,Inferno,WINNERS League Season 3 Europe
Copenhagen Flames,w,ARCY,l,14-1-20,Vertigo,United Masters League Season 2
Copenhagen Flames,w,ARCY,l,14-1-20,Vertigo,United Masters League Season 2
Spirit,w,GODSENT,l,14-1-20,Train,SECTOR: MOSTBET
Spirit,w,GODSENT,l,14-1-20,Train,SECTOR: MOSTBET
Spirit,w,GODSENT,l,14-1-20,Train,SECTOR: MOSTBET
Airborne,w,Ground Zero,l,14-1-20,Mirage,IEM Katowice 2020 Oceania Closed Qualifier
Airborne,w,Ground Zero,l,14-1-20,Mirage,IEM Katowice 2020 Oceania Closed Qualifier
Paradox,l,Renegades,w,14-1-20,Inferno,IEM Katowice 2020 Oceania Closed Qualifier
Paradox,l,Renegades,w,14-1-20,Inferno,IEM Katowice 2020 Oceania Closed Qualifier
AVANT,l,ORDER,w,14-1-20,Train,IEM Katowice 2020 Oceania Closed Qualifier
AVANT,l,ORDER,w,14-1-20,Train,IEM Katowice 2020 Oceania Closed Qualifier
ex-Genuine,w,PC419,l,14-1-20,Mirage,IEM Katowice 2020 Oceania Closed Qualifier
ex-Genuine,w,PC419,l,14-1-20,Mirage,IEM Katowice 2020 Oceania Closed Qualifier
AVANT,w,PC419,l,14-1-20,Mirage,IEM Katowice 2020 Oceania Closed Qualifier
AVANT,w,PC419,l,14-1-20,Mirage,IEM Katowice 2020 Oceania Closed Qualifier
Paradox,w,Ground Zero,l,14-1-20,Inferno,IEM Katowice 2020 Oceania Closed Qualifier
Paradox,l,Ground Zero,w,14-1-20,Inferno,IEM Katowice 2020 Oceania Closed Qualifier
Paradox,w,Ground Zero,l,14-1-20,Inferno,IEM Katowice 2020 Oceania Closed Qualifier
Airborne,l,Renegades,w,14-1-20,Inferno,IEM Katowice 2020 Oceania Closed Qualifier
Airborne,l,Renegades,w,14-1-20,Inferno,IEM Katowice 2020 Oceania Closed Qualifier
ex-Genuine,l,ORDER,w,14-1-20,Inferno,IEM Katowice 2020 Oceania Closed Qualifier
ex-Genuine,l,ORDER,w,14-1-20,Inferno,IEM Katowice 2020 Oceania Closed Qualifier
Mythic,w,eUnited,l,14-1-20,Dust2,WINNERS League Season 3 North America
eUnited,w,Mythic,l,14-1-20,Inferno,WINNERS League Season 3 North America
eUnited,l,Mythic,w,14-1-20,Inferno,WINNERS League Season 3 North America
Rugratz,l,Riot Squad,w,14-1-20,Dust2,WINNERS League Season 3 North America
Rugratz,l,Riot Squad,w,14-1-20,Dust2,WINNERS League Season 3 North America
Nemiga,w,Defusekids,l,13-1-20,Dust2,WINNERS League Season 3 Europe
Nemiga,w,Defusekids,l,13-1-20,Dust2,WINNERS League Season 3 Europe
Sprout,w,BIG,l,13-1-20,Vertigo,United Masters League Season 2
Sprout,w,BIG,l,13-1-20,Vertigo,United Masters League Season 2
PC419,w,Incept,l,13-1-20,Mirage,ESEA MDL Season 33 Australia
Renegades,w,ex-Bizarre,l,13-1-20,Inferno,ESEA MDL Season 33 Australia
Paradox,l,Ground Zero,w,13-1-20,Mirage,ESEA MDL Season 33 Australia
Infinity,w,Supremacy,l,13-1-20,Inferno,Aorus League 2019 #4 Northern Cone
Infinity,w,Supremacy,l,13-1-20,Inferno,Aorus League 2019 #4 Northern Cone
eUnited,l,Cloud9,w,13-1-20,Inferno,DreamHack Open Leipzig 2020 North America Closed Qualifier
eUnited,l,Cloud9,w,13-1-20,Inferno,DreamHack Open Leipzig 2020 North America Closed Qualifier
TeamOne,l,RED Canids,w,12-1-20,Train,WESG 2019 Brazil
TeamOne,w,RED Canids,l,12-1-20,Train,WESG 2019 Brazil
TeamOne,l,RED Canids,w,12-1-20,Train,WESG 2019 Brazil
paiN,w,Yeah,l,12-1-20,Inferno,WESG 2019 Brazil
paiN,w,Yeah,l,12-1-20,Inferno,WESG 2019 Brazil
paiN,l,Yeah,w,12-1-20,Inferno,WESG 2019 Brazil
Tenerife Titans,l,BIG Academy,w,12-1-20,Mirage,WINNERS League Season 3 Europe
Tenerife Titans,l,BIG Academy,w,12-1-20,Mirage,WINNERS League Season 3 Europe
Gen.G,l,eUnited,w,12-1-20,Nuke,DreamHack Open Leipzig 2020 North America Closed Qualifier
Gen.G,l,eUnited,w,12-1-20,Nuke,DreamHack Open Leipzig 2020 North America Closed Qualifier
Complexity,l,Cloud9,w,12-1-20,Inferno,DreamHack Open Leipzig 2020 North America Closed Qualifier
Complexity,l,Cloud9,w,12-1-20,Inferno,DreamHack Open Leipzig 2020 North America Closed Qualifier
DETONA,l,Yeah,w,12-1-20,Train,WESG 2019 Brazil
DETONA,l,Yeah,w,12-1-20,Train,WESG 2019 Brazil
Redemption POA,l,paiN,w,12-1-20,Inferno,WESG 2019 Brazil
Redemption POA,l,paiN,w,12-1-20,Inferno,WESG 2019 Brazil
W7M,l,RED Canids,w,12-1-20,Mirage,WESG 2019 Brazil
W7M,l,RED Canids,w,12-1-20,Mirage,WESG 2019 Brazil
W7M,w,RED Canids,l,12-1-20,Mirage,WESG 2019 Brazil
Imperial,l,TeamOne,w,12-1-20,Mirage,WESG 2019 Brazil
Imperial,l,TeamOne,w,12-1-20,Mirage,WESG 2019 Brazil
Unique,l,MeAndTheBoys,w,12-1-20,Dust2,WINNERS League Season 3 Europe
Unique,w,MeAndTheBoys,l,12-1-20,Dust2,WINNERS League Season 3 Europe
Unique,l,MeAndTheBoys,w,12-1-20,Dust2,WINNERS League Season 3 Europe
INTZ,l,Gen.G,w,12-1-20,Overpass,DreamHack Open Leipzig 2020 North America Closed Qualifier
INTZ,l,Gen.G,w,12-1-20,Overpass,DreamHack Open Leipzig 2020 North America Closed Qualifier
Chaos,l,eUnited,w,12-1-20,Vertigo,DreamHack Open Leipzig 2020 North America Closed Qualifier
Chaos,l,eUnited,w,12-1-20,Vertigo,DreamHack Open Leipzig 2020 North America Closed Qualifier
Triumph,l,Cloud9,w,12-1-20,Overpass,DreamHack Open Leipzig 2020 North America Closed Qualifier
Triumph,l,Cloud9,w,12-1-20,Overpass,DreamHack Open Leipzig 2020 North America Closed Qualifier
Complexity,w,Singularity,l,12-1-20,Overpass,DreamHack Open Leipzig 2020 North America Closed Qualifier
Complexity,w,Singularity,l,12-1-20,Overpass,DreamHack Open Leipzig 2020 North America Closed Qualifier
Gambit Youngsters,l,Heroic,w,12-1-20,Overpass,DreamHack Open Leipzig 2020 Europe Closed Qualifier
Gambit Youngsters,l,Heroic,w,12-1-20,Overpass,DreamHack Open Leipzig 2020 Europe Closed Qualifier
Defusekids,l,MAD Lions,w,12-1-20,Vertigo,DreamHack Open Leipzig 2020 Europe Closed Qualifier
MAD Lions,w,Defusekids,l,12-1-20,Dust2,DreamHack Open Leipzig 2020 Europe Closed Qualifier
MAD Lions,w,SKADE,l,12-1-20,Train,DreamHack Open Leipzig 2020 Europe Closed Qualifier
MAD Lions,w,SKADE,l,12-1-20,Train,DreamHack Open Leipzig 2020 Europe Closed Qualifier
MAD Lions,l,SKADE,w,12-1-20,Train,DreamHack Open Leipzig 2020 Europe Closed Qualifier
CR4ZY,l,Defusekids,w,12-1-20,Dust2,DreamHack Open Leipzig 2020 Europe Closed Qualifier
CR4ZY,l,Defusekids,w,12-1-20,Dust2,DreamHack Open Leipzig 2020 Europe Closed Qualifier
CR4ZY,w,Defusekids,l,12-1-20,Dust2,DreamHack Open Leipzig 2020 Europe Closed Qualifier
Heretics,l,Gambit Youngsters,w,12-1-20,Overpass,DreamHack Open Leipzig 2020 Europe Closed Qualifier
Heretics,l,Gambit Youngsters,w,12-1-20,Overpass,DreamHack Open Leipzig 2020 Europe Closed Qualifier
Heretics,w,Gambit Youngsters,l,12-1-20,Overpass,DreamHack Open Leipzig 2020 Europe Closed Qualifier
Heroic,w,Secret,l,12-1-20,Inferno,DreamHack Open Leipzig 2020 Europe Closed Qualifier
Heroic,w,Secret,l,12-1-20,Inferno,DreamHack Open Leipzig 2020 Europe Closed Qualifier
Heroic,l,Secret,w,12-1-20,Inferno,DreamHack Open Leipzig 2020 Europe Closed Qualifier
GTV.Revolution,l,BOOM,w,12-1-20,Train,NVIDIA Geforce Cup Pacific 2019
GTV.Revolution,l,BOOM,w,12-1-20,Train,NVIDIA Geforce Cup Pacific 2019
MiTH.Maple,l,Bren,w,12-1-20,Inferno,NVIDIA Geforce Cup Pacific 2019
MiTH.Maple,l,Bren,w,12-1-20,Inferno,NVIDIA Geforce Cup Pacific 2019
GTV.Revolution,l,MiTH.Maple,w,12-1-20,Train,NVIDIA Geforce Cup Pacific 2019
GTV.Revolution,l,MiTH.Maple,w,12-1-20,Train,NVIDIA Geforce Cup Pacific 2019
GTV.Revolution,w,MiTH.Maple,l,12-1-20,Train,NVIDIA Geforce Cup Pacific 2019
Bren,w,BOOM,l,12-1-20,Nuke,NVIDIA Geforce Cup Pacific 2019
Bren,w,BOOM,l,12-1-20,Nuke,NVIDIA Geforce Cup Pacific 2019
Supremacy,w,Infamous,l,12-1-20,Mirage,Aorus League 2019 #4 Northern Cone
Supremacy,l,Infamous,w,12-1-20,Mirage,Aorus League 2019 #4 Northern Cone
Supremacy,w,Infamous,l,12-1-20,Mirage,Aorus League 2019 #4 Northern Cone
Infamous,w,Loto,l,11-1-20,Mirage,Aorus League 2019 #4 Northern Cone
Infamous,w,Loto,l,11-1-20,Mirage,Aorus League 2019 #4 Northern Cone
INTZ,w,Russian Street Party,l,11-1-20,Train,DreamHack Open Leipzig 2020 North America Open Qualifier
INTZ,w,Russian Street Party,l,11-1-20,Train,DreamHack Open Leipzig 2020 North America Open Qualifier
INTZ,l,Russian Street Party,w,11-1-20,Train,DreamHack Open Leipzig 2020 North America Open Qualifier
